fundación universitaria cafam;145
fundación universitaria de boyacá;146
fundación universitaria internacional del trópico americano;147
fundación universitaria juan de castellanos;148
db engineering & consulting gmbh;149
fundación universitaria tecnológico comfenalco;150
fundación universitaria de envigado;151
institución universitaria politécnico grancolombiano;152
instituto colombiano de aprendizaje;153
instituto tecnológico metropolitano;154
politécnico colombiano jaime isaza cadavid;155
universidad católica de manizales;156
universidad católica de oriente;157
universidad católica de pereira;158
bim design hub;159
universidad de caldas;160
universidad de cartagena;161
universidad de córdoba;162
universidad de la amazonía;163
universidad de la guajira;164
universidad de la salle;165
universidad de la salle;165
universidad de medellín;166
universidad de pamplona;167
universidad de santander;168
universidad de sucre;169
universidad del atlántico;170
universidad del magdalena;171
universidad del quindío;172
universidad sinú;173
universidad del tolima;174
universidad del valle;175
universidad externado de colombia;176
instituto triángulo;177
universidad incca de colombia;178
universidad la gran colombia;179
universidad nacional abierta y a distancia;180
universidad pedagógica nacional;181
universidad popular del cesar;182
universidad santiago de cali;183
universidad sergio arboleda;184
universidad simón bolívar;185
universidad surcolombiana;186
universidad tecnológica del chocó;187
coventry university;188
universität stuttgart;189
duke university;190
école centrale des arts et manufactures;191
école polytechnique fédérale de lausanne;192
eidgenössische technische hochschule zürich;193
george washington university;194
göteborgs universitet;195
instituto israelí de tecnología;196
humboldt-universität zu berlin;197
cltp tasmania;198
imperial college of science, technology and medicine;199
rensselaer polytechnic institute;200
московский технический университет связи и информатики;201
российский государственный университет нефти и газа имени и. м. губкина;202
international institute for geo-information science and earth observation;203
北海道工業技術研究所;204
institut national des sciences appliquées de lyon;205
leviton manufacturing company inc.;206
london school of economics and political science;207
lunds universitet;208
massachusetts institute of technology;209
michigan state university;210
microsoft corporation;211
ohio state university;212
philips colombiana s.a.s.;213
politecnico di milano;214
politecnico di torino;215
purdue university;216
leolabs;217
state university of new york;218
stockholms universitet;219
syracuse university;220
technische universität berlin;221
university of manchester;222
university of warwick;223
universidad carlos iii de madrid;224
universidad complutense de madrid;225
universidad de alicante;226
universidade de brasília;227
universidad de cantabria;228
universidad de cienfuegos;229
universidad de granada;230
university of illinois at urbana–champaign;231
российский университет дружбы народов;232
universidad de las palmas de gran canaria;233
university of michigan;234
universidad de navarra;235
universidade de são paulo;236
universidad de sevilla;237
東京大学;238
universidad de zaragoza;239
київський національний університет імені тараса шевченка;240
московский государственный университет имени м. в. ломоносова;241
gottfried wilhelm leibniz universität hannover;242
universidad internacional de andalucía;243
universidad internacional de la rioja;244
universidad internacional menéndez pelayo;245
universidad mariana;246
universidad nacional de la plata;247
universidad nacional de san juan;248
universitat politècnica de catalunya;249
universidad politécnica de madrid;250
universidad pontificia de salamanca;251
universidad rey juan carlos;252
universidade do porto;253
universidade estadual de campinas;254
universidade federal de santa catarina;255
universidade federal de são paulo;256
universidade federal do pará;257
universidade federal do rio de janeiro;258
universidade federal fluminense;259
universitat de barcelona;260
katholische universität eichstätt-ingolstadt;261
karlsruher institut für technologie;262
universität kassel;263
université de genève;264
université paris-sud;265
université de toulouse ii - le mirail;266
université toulouse-iii-paul-sabatier;267
université grenoble alpes;268
université paris 1 panthéon-sorbonne;269
carnegie mellon university;270
university of akron;271
westfälische wilhelms-universität münster;272
university of california;273
university of connecticut;274
university of delaware;275
university of kansas;276
university of leeds;277
university of leicester;278
university of london;279
university of louisville;280
university of memphis;281
university of minnesota;282
university of new hampshire;283
universidad de nuevo méxico;284
university of notre dame du lac;285
university of reading;286
北京科技大學;287
instituto pedagógico arturo ramírez montúfar;288
university of sheffield;289
university of stirling;290
university of utah;291
university of wales;292
university of waterloo;293
university of western australia;294
western sydney university;295
uppsala universitet;296
adama colombia s.a.s.;297
comware s.a.;298
contactamos servicios ltda.;299
deutsches zentrum für luft- und raumfahrt;300
empresa de acueducto y alcantarillado de bogotá;301
non plus ultra s.a.;302
exsis software y soluciones s.a.s.;303
the linde group;304
hidroconsulta s.a.s.;305
chalver laboratorios s.a.;306
nutrianálisis ltda.;307
technische universität ilmenau;308
un cuarto tech s.a.s.;309
bauberatungszentrum süd gmbh & co.;310
university of luxemburgo;311
università degli studi di napoli federico ii;312
university of cambridge;313
centro colombo americano;314
marti gmbh deutschland;315
cornell university;316
école nationale supérieure en génie des systèmes et de l'innovation;317
école nationale supérieure des mines de nancy;318
école nationale supérieure des mines de nantes;319
école nationale d'ingénieurs de brest;320
école nationale supérieure de l'électronique et de ses applications;321
école nationale supérieure d'arts et métiers;322
école nationale supérieure des industries chimiques;323
ed. züblin ag;324
eiffage;325
école nationale supérieure d'ingénieurs de poitiers;326
école nationale supérieure de physique, électronique, matériaux;327
escuela de suboficiales de la fuerza aérea colombiana;328
école nationale d'ingénieurs de saint‑etienne;329
british council - colombia;330
educational testing service;331
friedrich-alexander-universität erlangen-nürnberg;332
institut nationale polytechnique de grenoble;333
hochschule für technik wirtschaft und medien offenburg;334
institut national des sciences appliquées;335
institut national des sciences appliquées de strasbourg;336
institut national des sciences appliquées de toulouse;337
institut national des sciences appliquées de rouen normandie;338
institut national polytechnique de toulouse;339
numatic international gmbh;340
pontificia universidad católica de chile;341
pontifícia universidade católica do rio de janeiro;342
smart training society s.a.s;343
technische hochschule ingolstadt;344
technische universität darmstadt;345
technische universität dresden;346
télécom paris tech;347
universitaria agustiniana;348
universidad católica andrés bello;349
pontifícia universidade católica de minas gerais;350
university of alberta;351
universidad de buenos aires;352
university of oklahoma;353
university of wisconsin–madison;354
instituto de genética - universidad nacional de colombia;355
universidad del bío-bío;356
universidad del valle de guatemala;357
universidad privada josé antonio páez;358
universidad nacional experimental del táchira;359
university of north dakota;360
universidade federal de minas gerais;361
universidade federal de ouro preto;362
universidade federal do rio grande do sul;363
universität bayreuth;364
université de lorraine;365
université de poitiers;366
université paris-est marne-la-vallée;367
università di bologna;368
école polytechnique universitaire de montpellier;369
instituto de ciencias de la construcción eduardo torroja;370
university of mississippi;371
universidad de chile;372
universidad de guanajuato, benemérita y autónoma;373
universidad de la habana;374
university of maryland, college park;375
university of albuquerque;376
universidad de guadalajara;377
innovaspace;378
université de pau et des pays de l’adour;379
universidad de puerto rico;380
universidad autónoma de nuevo león;381
technische universiteit delft;382
3m colombia s.a.;383
50hertz transmission gmbh;384
a.g.p. de colombia s.a.;385
ab proyectos s.a.;386
asea brown boveri;387
ace aire s.a.s;388
aceites manuelita s.a.;389
asociación colombia de ingenieros;390
acoples y partes ltda.;391
instituto ene audio;392
the adecco group;393
american glass products;394
agroevo - consulting group;395
alejandro faccini & cía ltda;396
alfagres s.a.;397
alimentos polar comercial c.a.;398
almacafe s.a;399
almagas s.a. e.s.p.;400
alpecorp;401
alstom power colombia s.a.;402
alticarpa y parasoles;403
alusud embalajes colombia ltda;404
amarilo s.a.;405
amtex s.a.;406
andina trim s.a.;407
andrec corporation s.a.;408
anjasof ltda.;409
apropet s.a.s.;410
arcoser s.a.s.;411
armacol s.a.;412
arquitectura y concreto ltda;413
aservin s.a.;414
asesorías industriales santafé - ais;415
asociación bancaria y de entidades financieras de colombia;416
asociación de ingenieros agrícolas de colombiana;417
asociación gremial alianza nacional de autoservicios - superalko;418
asociación internacional de consultoría;419
astillero naval jol s.a;420
athletic de colombia s.a.s.;421
audi ag;422
audubon engineering solutions;423
autogermana s.a.;424
avancediten brasil;425
avianca s. a.;426
avira operations gmbh & co.kg;427
avizor s.a.;428
axa;429
azlogica colombia soluciones telemáticas;430
laufenberg gmbh;431
banco agrario de colombia s.a;432
banco bilbao vizcaya argentaria - bbva;433
colpatria;434
banco de la república de colombia;435
banco de las microfinanzas - bancamia s.a;436
badische anilin- und soda-fabrik;437
bavaria s.a.;438
bayer ag;439
bayer technology services gmbh;440
becerra & guevara ltda lb & lg;441
belcorp;442
biod s.a.;443
bio-pharma chemicals colombia s.a.s.;444
bogotá beer company;445
bosch engineering gmbh;446
bricma's ltda;447
brinsa s.a.;448
british petroleum;449
bunny inc.;450
c&u instrumentación;451
c. i. florimerca ltda;452
cabar clean energies;453
cacharrería mundial s.a.s.;454
caja de compensación familiar;455
carbones del cerrejón llc - cerrejón;456
carboquímica s.a.s.;457
casa editorial el tiempo;458
casaluker s.a.;459
cav ingenieros ltda;460
caxton & taylor professional services s.a.s.;461
comcentric network designs - ccnd;462
cemex, s.a.b. de c.v;463
centros comerciales sudamericanos s.a.;464
panlma de aceite;465
centro internacional de física;466
cerámica san lorenzo industrial de colombia s.a.;467
yale s.a.;468
grupo brumar s.a.s.;469
chaneme comercial s.a.;470
andamios cimbra;471
city college of the city university of new york;472
clariant colombia s.a.;473
cobiscorp colombia s.a.;474
fomento económico mexicano s.a.b. de c.v.;475
coca-cola midi;476
codensa s.a. esp.;477
cointelco s.a.;478
col energy s.a.s / col agua;479
cooperativa de lácteos de antioquia - colanta;480
colcerámica s.a.;481
colinagro s.a.;482
colombia kimberly colpapel s.a.;483
colombia móvil s.a. esp. - tigo;484
colombia telecomunicaciones s.a. esp.;485
colse ltda.;486
colsein ldta.;487
colsubsidio;488
colvista s.a.s.;489
comet zona franca ltda.;490
compañía colombiana automotriz - cca;491
compañía general de aceros s.a.;492
compañía iberoamericana de plásticos s.a. - iberplast;493
compañía industrial de automatización ltda - cia msi;494
mazda motor corporation;495
compañia mip engenharia s.a.;496
compass group services colombia s.a.;497
compufácil s.a.s.;498
outsourcing de documentos sas;499
concrete innovations;500
congelagro s.a.;501
hiber;502
consultoría colombiana s.a.;503
constructora conconcreto s.a.;504
consulobras ltda.;505
consultores estructurales asociados s.a.s - cea;506
consultoría y construcciones civiles ltda.;507
contact center américas;508
control y telemética s.a.s.;509
coquecol s.a.;510
corona s.a.;511
corporación colombiana de investigación agropecuaria;512
corporación andina de fomento;513
corporación calidad;514
corporación para la energía y el medio ambiente;515
corporación industrial minuto de dios;516
corriente alterna ltda;517
corporación de ciencia y tecnología para el desarrollo de la industria naval marítima y fluvial;518
concesionaria vial de los andes s.a.s – coviandes;519
cristalería peldar s.a.;520
croda international plc;521
cusezar s.a.;522
cyquim de colombia s.a.;523
dayclean s.a.;524
diagnóstico eléctrico mantenimiento y obras - demo ingeniería;525
departamento nacional de planeación;526
derco s.a.s.;527
gerdau s.a.;528
dielcom s.a.s.;529
digecon 3d s.a.s;530
dimetal ltda.;531
dirección antinarcóticos de la policía nacional;532
ministerio de tecnologías de la información y las comunicaciones;533
diseños virtuales de ingeniería s.a.s - dvi;534
dismet s.a.s.;535
distasa s.a. e.s.p.;536
distribuidora nissan s.a.;537
diversey colombia ltda.;538
dow agrosciences de colombia s.a.;539
the dow chemical company;540
easy cleaning;541
easy solutions, inc;542
école nationale supérieure de techniques avancées;543
ecopetrol s.a.;544
eduardoño s.a.;545
efeyce integrales s.a.;546
ekip de colombia s.a.s.;547
electro optical system gmbh;548
emerson electric de colombia ltda;549
emgesa s.a.;550
empresa colombiana de llantas;551
superliner s.a.s.;552
elektriska svetsnings-aktiebolaget;553
gabriel de colombia s.a.;554
javar s.a.s.;555
kudos ltda.;556
multidimensionales s.a.s.;557
nedsun ltda;558
netze ltda.;559
occidental de colombia inc.;560
encofrados y equipos s.a.;561
energia eficiente de colombia - enefenco s.a.s.;562
energía proactiva s.a.s.;563
ftc energy group s.a.;564
quarks company s.a.s.;565
equion energía limited;566
ernst & young;567
escalar ingeniería s.a.s.;568
esprocons s.a.s.;569
espumatec colombia s.c.s.;570
espumlátex s.a.;571
eurovia s.a.s.;572
eventos integrados s.a.s.;573
exxonmobil corporation;574
facebook, inc.;575
productos familia s.a.;576
bundesanstalt für straßenwesen;577
fepco zona franca s.a.s.;578
festo ltda;579
filmtex s.a.s.;580
firmenich s.a.;581
flexo spring s.a.s.;582
porvenir s.a.;583
frainco ing ltda.;584
fraunhofer-institut für integrierte schaltungen iis;585
fresenius medical care ag & co. kgaa;586
freyssinet tierra armada s.a.s.;587
fundação de apoio à universidade de são paulo;588
fundación corre libre;589
fundación iberoamericana para el transporte sostenible, la responsabilidad social y ambiental;590
galotrans s.a.;591
gamaceutica s.a.s.;592
gap, inc.;593
gaseosas lux s.a.;594
gatria s.a.s.;595
general de equipos de colombia s.a.;596
gemalto s.a.;597
general electric company;598
geosuelos cía. ltda.;599
geotecnia andina consultores s.a.s.;600
givaudan s.a.;601
glass and glass s.a.s.;602
global saneamiento ambiental ltda.;603
gloria colombia s.a.;604
general motors - colombiana de motores s.a.;605
google, inc.;606
green loop sustainable architecture and engineering ltda.;607
gruas y equipos s.a.s.;608
grupo de investigación de biomasa y optimización térmica de procesos;609
grupo de investigación en ingeniería de recursos hidráulicos;610
grupo de modelado y métodos numéricos en ingeniería;611
petrochem y bioenergy s.a.s.;612
société d'emboutissage de bourgogne - groupe seb;613
gurimecol ltda.;614
industrias haceb s.a.;615
halliburton;616
has sql ltda.;617
heinsohn business technology;618
henkel colombiana s.a.s.;619
hightech solutions;620
distribuidora hino de colombia s.a.s.;621
hmv ingenieros ltda.;622
higuera niño asociados ltda – hna ingeniería;623
instituto de investigación en educación;624
holcim s.a.;625
hospital universitario san ignacio;626
hotel refugio génesis;627
ingenieurgesellschaft auto und verkehr gmbh;628
international business machines corporation - ibm;629
international business machines corporation - ibm colombia;630
instituto de biotecnología;631
incolbest s.a.;632
icollantas s.a.;633
idea empresa de servicios petroleros y energeticos s.a.s.;634
imocom s.a.;635
imsel ltda.;636
industria colombiana de carne;637
ingeniería consultoría y planeación;638
independence drilling s.a.;639
indudata s.a.s.;640
indumuebles hernández ltda.;641
industrias estra s.a;642
industria nacional de gaseosas s.a;643
industrias protón ltda;644
industrias ramfe ltda.;645
infineon technologies ag;646
inelectra internacional a tiger company;647
infodatum s.a.s.;648
ingeniería especializada s.a.;649
ingeniería estructural y construcciones ltda.;650
ingeniería fs ltda.;651
ingeniería y georiesgos;652
ingeniería y geotecnia ltda.;653
ingeniería y soluciones efectivas s.a.s.;654
ingenieurbüro schießl gehlen sodeikat gmbh;655
ingenio providencia s.a.;656
ingetec s.a.;657
inmecolsa s.a.;658
institut für robotik und mechatronik;659
instituto de estudios en comunicación y cultura;660
instituto de infraestructura y concesiones de cundinamarca;661
fraunhofer-gesellschaft;662
instituto geográfico agustín codazzi;663
instituto nacional de cancerología;664
instituto nacional superior de ciencias agronómicas;665
instrumentos y controles s.a - iycsa;666
grupo de investigación aplicada e innovación en tic;667
inversiones inna s.a.s.;668
instituto nacional de vigilancia de medicamento;669
irriplast e.u.;670
it consultores s.a.s - itcon;671
it applications consulting - itac;672
italcol alimentos concentrados;673
itc soluciones tecnológicas s.a.s.;674
jafa inversiones s.a.s;675
jairo pedraza s.a.s.;676
jasen ltda.;677
jgm consultores s.a.s.;678
jmd ingeniería s.a.s;679
johnson diversey colombia ltda.;680
jovega ingeniería sas;681
junta de acción comunal- barrio villa del oriente - villavicencio;682
key energy services;683
kimberly-clark corporation;684
knorr-bremse;685
pharmetique labs;686
laboratoires lehning;687
laboratorio de ensayos eléctricos industriales - labe;688
laboratorio de geotecnia de la universidad nacional de colombia;689
laboratorio de plantas térmicas y energías renovables;690
laboratorio sala cam;691
laboratorios cosméticos vogue s.a.s.;692
leadon aktiebolag;693
leven company ltda.;694
lipesa colombia s.a.;695
logisticapp s.a.s.;696
lovely professional university - lpu;697
makro;698
man truck & bus ag;699
mavimetal ltda.;700
mazda de colombia s.a.s.;701
mecánicos asociados s.a.s - stork;702
mecanizados cnc ltda;703
mecanizados insdustriales precisión ltda.;704
medallas colombianas s.a.s. - meco;705
mercado y bolsa s.a.;706
mersen corporate services s.a.s.;707
metalquímica colombiana ltda.;708
mexichem colombia s.a.s.;709
mgm ingeniería y proyectos s.a.s.;710
m.i. overseas limited;711
mikra cad cam cae ltda.;712
milsen s.a.;713
mind marketing industrial s.a.s - mind;714
minecoandina s.a.s.;715
minería inter american s.a.s.;716
minipak s.a.s.;717
montajes jm s.a.;718
motorola solutions colombia ltda.;719
nature & technology e.u.;720
navitrans s.a.s.;721
nestlé waters h.q.;722
novaplast s.a.;723
oasis it s.a.s.;724
observatorio ticun;725
occidental de colombia - oxy;726
ocp trace s.a.s.;727
owens illinois peldar - o-i peldar;728
operaciones nacionales de mercadeo open market ltda.;729
oportunidad estratégica ltda.;730
programa de investigación en tránsito y transporte - pit;731
el palmar del llano s.a.;732
parque industrial malambo s.a. - primsa;733
pavco s.a.;734
pc smart s.a.s.;735
pegaflex de colombia ltda.;736
pegatex artecola s.a;737
koninklijke philips n.v. - colombia;738
pierburg pump technology gmbh;739
pinturas y acabados 3p s.a.s;740
plastipack s.a.;741
powersun s.a.s.;742
precision 2000, inc.;743
preflex s.a.;744
premodulares ltda.;745
prevención y logística ingeniería especializada ltda.;746
proamérica s.a.s;747
proasem s.a.;748
procalidad s.a.;749
profesionales corrosión ltda - procorr;750
procter & gamble colombia ltda - p&g;751
productores de lubricantes s.a. - prolub;752
grupo familia sancela s.a. - planta rionegro;753
productos naturales de la sabana s.a. - alquería;754
productos nutrí equinos s.a.s.;755
productos químicos panamericanos s.a.;756
proelectricos ltda.;757
proenfar s.a.s.;758
proquinal s.a.;759
protabaco s.a.s.;760
protela s.a.;761
computadores para educar;762
p.v.c. gerfor s.a.;763
p&p proyectos s.a.s.;764
qfc s.a.s.;765
qoopa s.a.s.;766
quala s.a.;767
quirurgil s.a.s.;768
radiall;769
raycal s.a.s.;770
recol pinturas s.a.s.;771
redondo optics, inc.;772
regeneracion ltda.;773
repreventas de bogotá s.a;774
industrias y maquinaria rg ltda;775
riaño construcciones ltda.;776
robert bosch gmbh;777
rodríguez & londoño s.a. - rylsa;778
rohm and haas company;779
rolls-royce;780
saeta international sport wear ltda.;781
newell sanford s.a - colombia;782
schering-plough corporation;783
schlumberger colombia s.a.;784
sealed air colombia ltda.;785
secretaría distrital de movilidad - sdm;786
centro metalmecánico sena;787
centro de tecnologias del transporte sena - ctt;788
sensorica e ingeniería s.a.s. - sei;789
sociedad, economía, productividad - sepro;790
servitorno soldadura ltda. - sertsol;791
servicios geológicos integrados ltda - sig;792
servientrega s.a;793
serving ltda.;794
serviradar s.a.s.;795
seven4n - s4n;796
sgs colombia s.a.s;797
siemens ag;798
sika colombia s.a.;799
silkymia colombia s.a.s;800
sinduly s.a.s. productos industriales y servicios;801
sinerware s.a.s.;802
skaphe tecnologia s.a.s.;803
skf latin american ltda.;804
smart & simple engineering s.a.s. - s&s;805
soldaduras west arco sas;806
solla s.a. nutrición animal;807
solo redes ingenieria s.a.s;808
solving ingenieros s.a.s.;809
sp automatizar s.a.s.;810
sql software s.a.;811
st&t ltda. software telecommunications and technology;812
steer davies & gleave limited sucursal colombia;813
subaru de colombia s.a.;814
subsuelo3d s.a.s.;815
sucroal s.a;816
organización suma s.a.s;817
superintendencia de industria y comercio;818
superintendencia de puertos y transporte;819
superpolo s.a.s;820
sutec s.a.;821
suministros técnicos e ingeniería - suting ltda;822
symrise ltda.;823
tecnicas colombianas de ingenieria t.c.i.;824
tachyon consultores;825
tayfer de colombia ltda.;826
team foods colombia s.a.;827
tecnicos en combustión y tratamiento de aguas tecca s.a.s.;828
technische universität hamburg - tuhh;829
technodrill sas;830
tecser laboratorios s.a.;831
dc teknicalderas ltda.;832
telefónica;833
centro nacional de energías renovables;834
movistar;835
telmex colombia s.a.;836
corporación de acero - corpacero s.a.;837
tecnintegral s.a.s.;838
teppack colombia ltda;839
organización terpel s.a;840
tes america andina sas;841
texas instruments;842
texas instruments deutschland gmbh;843
the coca-cola company;844
tigo une;845
tipiel s.a.;846
technology ideas solutions and knowledge - tisok ltda.;847
topteam talentos s.a.s;848
tornado de colombia s.a.s.;849
total ingenieria y analisis ltda.;850
transmilenio s.a.;851
turgas s.a. e.s.p.;852
union temporal itb;853
universal de racores y perfiles ltda.;854
pannon egyetem;855
universidad autonoma de sinaloa - uas;856
university of wisconsin–milwaukee;857
technische universität dortmund - tu dortmund;858
technische universität graz;859
universität paderborn;860
variadores s.a.;861
vaselinas industriales de colombia s.a.;862
v.d. el mundo a sus pies s.a.s.;863
veolia colombia;864
vicar farmacéutica s.a.;865
vidrieria fenicia s.a.s.;866
vinikolor;867
virtual pro;868
vr ingenieria y mercadeo ltda.;869
wacker chemie ag;870
welderskill s.a.s.;871
wima construcciones s.a.s;872
xsystem ltda;873
yanbal de colombia s.a.;874
zf friedrichshafen ag;875
züblin spezialtiefbau gmbh;876
ejercito nacional de colombia - ejc;877
fundación universitaria colombo germana;878
fundación para la investigación y el desarrollo de la salud y la seguridad social - fedesalud;879
fraunhofer-institut für solare energiesysteme - ise;880
grupo de investigación en compatibilidad electromagnética - emcun;881
imeti s.a.s. implantes dentales;882
institut de ciències de la terra jaume almera - ictja;883
instituto de estudios del ministerio público - iemp;884
laboratoire interdisciplinaire des environnements continentaux - liec;885
laboratoire réactions et génie des procédés - lrgp;886
laboratorio de ingeniería química - liq;887
neuroeconomix s.a.s.;888
observatorio del territorio - unillanos;889
sociedad latinoamericana de operadores de monoboyas - slom;890
escuela politécnica superior de la universidad autónoma de madrid;891
asociación colombiana pro enseñanza de la ciencia - buinaima;892
fundación universitaria para el desarrollo humano - uninpahu;893
fundación centro de investigación docencia y consultoria administrativa - cidca;894
instituto británico;895
nsdis animation software s.a. - naska digital;896
clínica san pedro claver;897
colegio liceo pedagógico;898
profes en casa;899
politécnico colombo andino;900
fundación universitaria horizonte;901
centro de estudios para la permacultura y un desarrollo alternativo - proyecto pachamama;902
gimnasio imperial;903
politécnico de las américas;904
colegio saludcoop sur i.e.d;905
academia nikola tesla;906
institución educativa juan xxiii;907
secretaría de educación del distrito capital;908
gimnasio nuevo despertar;909
institución educativa los negros;910
corporación tecnológica industrial colombiana - teinco;911
colegio bilingüe espíritu santo;912
institución educativa roberto durán alvira;913
institución educativa distrital atahualpa;914
normal superior i.e.d;915
"escuela de cadetes ""general francisco de paula santander"" - ecsan";916
fundación educativa santiago apóstol;917
dirección nacional de innovación académica - unal;918
fundación transformar;919
centro de electricidad electrónica y telecomunicaciones - ceet;920
corporación universitaria regional del caribe - iafic;921
instituto politécnico de telecomunicaciones osvaldo herrera;922
universiteit gent - ugent;923
universitetet i oslo;924
università di pisa;925
université de rennes i;926
université rennes ii;927
institut des sciences et industries du vivant et de l'environnement - agroparistech;928
volkswagen ag;929
école nationale supérieure des mines de paris - mines paristech;930
simon fraser university - sfu;931
école nationale supérieure de chimie de paris - chimie paristech;932
technische universität wien - tu wien;933
universidad nacional de río cuarto - unrc;934
universidade de santiago de compostela - usc;935
université de strasbourg - unistra;936
université pierre-mendès-france - grenoble - grenoble ii;937
the pennsylvania state university - penn state;938
université stendhal - grenoble iii;939
universität duisburg-essen - ude;940
centro de estudios para la prevención de desastres - cepreve;941
école nationale d’ingénieurs de tarbes - enit;942
école nationale supérieure de géologie - ensg;943
malmö högskola;944
institut national des sciences appliquées de rennes - insa rennes;945
école nationale supérieure de génie industriel - ensgi;946
école nationale d'ingénieurs du val de loire - enivl;947
école nationale supérieure d'électricité et de mécanique - ensem;948
institut national des sciences appliquées centre val de loire - insa loire;949
institut national polytechnique de lorraine - inpl;950
école nationale supérieure d'agronomie et des industries alimentaires - ensaia;951
école nationale supérieure d'informatique et de mathématiques appliquées de grenoble - ensimag;952
école nationale des ponts et chaussées - école des ponts paristech;953
