2767;2767
2768;2768
2769;2769
2770;2770
2781;2781
2791;2791
2792;2792
2793;2793
2794;2794
2801;2801
2805;2805
2806;2806
2815;2815
2816;2816
2817;2817
2818;2818
2823;2823
2826;2826
2827;2827
2828;2828
2831;2831
2833;2833
2835;2835
2836;2836
2837;2837
2838;2838
2839;2839
2846;2846
2848;2848
2852;2852
2854;2854
2855;2855
2856;2856
2860;2860
2861;2861
2862;2862
2863;2863
2864;2864
2865;2865
2869;2869
2872;2872
2879;2879
2880;2880
2882;2882
2883;2883
2884;2884
2885;2885
2886;2886
2887;2887
2890;2890
2891;2891
2892;2892
2896;2896
2897;2897
2899;2899
2900;2900
2901;2901
2902;2902
2903;2903
2912;2912
2919;2919
2920;2920
2921;2921
2924;2924
2925;2925
2926;2926
2927;2927
2928;2928
2929;2929
2932;2932
2933;2933
2934;2934
2935;2935
2936;2936
2937;2937
2938;2938
2949;2949
2951;2951
2952;2952
2961;2961
2964;2964
2973;2973
2979;2979
3501;3501
3502;3502
3503;3503
3504;3504
3505;3505
3506;3506
3507;3507
3508;3508
3509;3509
3510;3510
3511;3511
3512;3512
3513;3513
3514;3514
3515;3515
3516;3516
3517;3517
3518;3518
3519;3519
3520;3520
3521;3521
3522;3522
3523;3523
3524;3524
3525;3525
3526;3526
3527;3527
3542;3542
3543;3543
3545;3545
3546;3546
3547;3547
3548;3548
3549;3549
3550;3550
3552;3552
3554;3554
3555;3555
3557;3557
3558;3558
3561;3561
3563;3563
3564;3564
3565;3565
3566;3566
3567;3567
3568;3568
3569;3569
3572;3572
3574;3574
3575;3575
3576;3576
3577;3577
3579;3579
3580;3580
3581;3581
3582;3582
3583;3583
3584;3584
3585;3585
3586;3586
3587;3587
3588;3588
3589;3589
3590;3590
3591;3591
3592;3592
3593;3593
3594;3594
3595;3595
3596;3596
3597;3597
3598;3598
3599;3599
3600;3600
3601;3601
3602;3602
3603;3603
3604;3604
3605;3605
3606;3606
3607;3607
3608;3608
3609;3609
3610;3610
3611;3611
3612;3612
3613;3613
3614;3614
3615;3615
3616;3616
3617;3617
3618;3618
3619;3619
3620;3620
3621;3621
3622;3622
3623;3623
3624;3624
3625;3625
3626;3626
3627;3627
3628;3628
3630;3630
3631;3631
3634;3634
3635;3635
3636;3636
3644;3644
4021;4021
4022;4022
4023;4023
4024;4024
4025;4025
4026;4026
4027;4027
4028;4028
4029;4029
4030;4030
4032;4032
4033;4033
4330;4330
4331;4331
4332;4332
4334;4334
4337;4337
4338;4338
4339;4339
4340;4340
4341;4341
4342;4342
4343;4343
4420;4420
4421;4421
4422;4422
4423;4423
4424;4424
4425;4425
4426;4426
4427;4427
4428;4428
4429;4429
4430;4430
4431;4431
4432;4432
4433;4433
4434;4434
4500;4500
4501;4501
4502;4502
5904;5904
5925;5925
5932;5932
5948;5948
5954;5954
5955;5955
5957;5957
5958;5958
5960;5960
5961;5961
5963;5963
5964;5964
5965;5965
5970;5970
5982;5982
6106;6106
6124;6124
6127;6127
8106;8106
8107;8107
8116;8116
10000;10000
10001;10001
10002;10002
10003;10003
10004;10004
10005;10005
10006;10006
10007;10007
10008;10008
10009;10009
10010;10010
10011;10011
10012;10012
10013;10013
10014;10014
10015;10015
10016;10016
10017;10017
10018;10018
10019;10019
992111;992111
2983;2544
2A07;2698
2A08;2699
2A35;2706
2A10;2562
2A11;992111
2A13;2703
2A15;2708
2A16;2709
2A17;2704
2A18;2705
2A20;2706
2A22;2698
2A23;2699
2A24;2700
2A25;2562
2A27;2702
2A28;2703
2A29;2865
2A30;2708
2A31;2709
2A32;2704
2A33;2705
2A34;2707
2A06;2882
2A09;2700
2A12;2702
2A14;2865
2A26;992111
2A19;2707
2A21;2882
2A74;2879
2329;2705
2324;2704
2291;2698
2241;2886
2214;2685
2320;2701
2014;2542
2045;2545
2033;2879
2049;2546
2015;2544
2016;2547
2017;2549
2194;2705
2025;2541
2247;4332
2180;2700
2150;2285
2186;2562
2322;2702
2189;2704
2050;2548
2156;2698
2308;2699
2321;2562
2335;2706
2200;2706
2082;2217
2315;2700
2326;2710
2112;4332
2191;2710
2340;2707
2106;2886
2080;2686
2173;2699
2224;2686
2187;2702
2323;2703
2143;2278
2215;2686
2188;2703
2432;2709
